State Name,AQI,Category,Defining Parameter,Latitude,Longitude,County Name
Pennsylvania,32,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,31,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,35,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,32,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,34,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,31,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,33,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,36,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,32,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,31,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,31,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,30,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,29,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,33,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,31,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,38,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,41,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,39,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,35,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,43,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,33,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,30,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,35,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,35,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,34,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,35,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,36,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,33,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,41,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,46,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,41,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,39,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,37,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,38,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,38,Good,Ozone,41.1175,-78.526194,Clearfield
Pennsylvania,18,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,16,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,14,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,18,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,20,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,27,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,25,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,34,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,9,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,19,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,22,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,15,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,20,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,29,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,22,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,21,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,28,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,30,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,24,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,28,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,33,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,19,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,13,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,30,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,34,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,24,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,32,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,32,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,33,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,35,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,34,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,32,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,23,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,32,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,32,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,27,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,29,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,33,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,26,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,41,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,44,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,31,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,34,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,39,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,39,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,38,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,28,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,22,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,34,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,36,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,33,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,37,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,35,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,38,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,38,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,44,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,46,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,48,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,42,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,42,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,41,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,38,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,19,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,22,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,39,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,44,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,35,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,37,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,44,Good,Ozone,40.272222,-76.681389,Dauphin
Pennsylvania,15,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,19,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,15,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,17,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,20,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,28,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,25,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,32,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,5,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,19,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,24,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,18,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,35,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,26,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,23,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,22,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,27,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,27,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,23,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,28,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,32,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,26,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,11,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,33,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,34,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,21,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,34,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,34,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,35,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,35,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,34,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,32,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,18,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,30,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,30,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,19,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,27,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,23,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,28,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,34,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,18,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,31,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,45,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,38,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,33,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,42,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,39,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,37,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,30,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,20,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,33,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,35,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,33,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,38,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,38,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,38,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,45,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,44,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,42,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,41,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,42,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,39,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,44,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,40,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,36,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,45,Good,Ozone,39.818715,-75.413973,Delaware
Pennsylvania,29,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,28,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,27,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,17,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,22,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,28,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,34,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,30,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,25,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,24,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,26,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,29,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,24,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,24,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,31,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,32,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,33,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,37,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,34,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,37,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,33,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,39,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,37,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,38,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,38,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,34,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,37,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,40,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,34,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,32,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,36,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,34,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,42,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,42,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,45,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,45,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,39,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,49,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,41,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,42,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,39,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,35,Good,Ozone,41.598119,-78.767867,Elk
Pennsylvania,33,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,31,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,32,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,31,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,32,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,32,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,31,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,31,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,32,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,30,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,29,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,30,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,31,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,32,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,35,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,40,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,41,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,35,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,44,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,33,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,33,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,28,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,34,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,49,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,40,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,35,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,34,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,35,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,33,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,44,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,40,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,33,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,34,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,27,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,28,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,29,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,34,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,43,Good,Ozone,42.14175,-80.038611,Erie
Pennsylvania,23,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,21,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,12,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,15,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,19,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,25,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,26,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,18,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,24,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,21,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,22,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,25,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,25,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,26,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,27,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,22,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,18,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,22,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,27,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,27,Good,Ozone,39.917663,-79.805499,Fayette
Pennsylvania,27,Good,Ozone,39.917663,-79.805499,Fayette
